id,county,year,month,date,G,y_raw,y_per1k_total,y_per1k_18_49,y_per100_lf,y_log_raw,y_log_per1k_total,y_log_per1k_18_49,y_log_per100_lf,y_log1p_raw,y_log1p_per1k_total,y_log1p_18_49,y_log1p_per100_lf
26001,Alcona,2014,10,2014-10-01,2018-07,1019,95.617903725251,372.713972201902,27.166089042921886,6.926577033222725,4.560360079983906,5.920811294920967,3.3019694691289287,6.927557906278317,4.570764062816078,5.92349072461214,3.338118738132854
26001,Alcona,2014,11,2014-11-01,2018-07,1013,95.05489349723187,370.5193855157279,27.297224467798436,6.920671504248683,4.554454551009864,5.9149057659469255,3.306785029176177,6.921658184151129,4.564919835311189,5.917601044534559,3.3427637244966797
26001,Alcona,2014,12,2014-12-01,2018-07,1000,93.83503800319039,365.764447695684,27.2108843537415,6.907755278982137,4.541538325743318,5.901989540680379,3.3036170533232916,6.90875477931522,4.552138940165793,5.904719810100436,3.339707873467645
26001,Alcona,2015,1,2015-01-01,2018-07,1004,95.16587677725119,380.44713906782874,26.981994087610854,6.911747300251674,4.555621440329599,5.941347242730488,3.2951697578931434,6.912742820493176,4.566074583491558,5.943972280358233,3.3315612350184858
26001,Alcona,2015,2,2015-02-01,2018-07,1008,95.54502369668246,381.9628647214854,27.34671730873576,6.915723448631314,4.559597588709239,5.945323391110127,3.3085964963896366,6.9167150203536085,4.570009466341491,5.947938025528088,3.344511231890413
26001,Alcona,2015,3,2015-03-01,2018-07,998,94.59715639810426,378.1735505873437,26.893020749124226,6.905753276311464,4.549627416389389,5.935353218790277,3.2918668012389576,6.906754778648554,4.560143074825266,5.937994017387381,3.3283765051728604
26001,Alcona,2015,4,2015-04-01,2018-07,1006,95.35545023696683,381.2050018946571,26.7482052645573,6.913737350659685,4.557611490737609,5.943337293138497,3.2864673781774396,6.914730892718563,4.568043960328156,5.945957118833716,3.3231711629498273
26001,Alcona,2015,5,2015-05-01,2018-07,989,93.74407582938389,374.76316786661613,25.063355296502788,6.8966943316227125,4.540568471700636,5.926294274101525,3.2214068310282427,6.897704943128636,4.551179317779677,5.928959072241581,3.2605303161525514
26001,Alcona,2015,6,2015-06-01,2018-07,979,92.79620853080569,370.9738537324744,24.517906336088156,6.88653164253051,4.530405782608435,5.916131585009324,3.1994037214553805,6.887552571664617,4.541124434414914,5.918823566137602,3.239380414989177
26001,Alcona,2015,7,2015-07-01,2018-07,969,91.84834123222748,367.1845395983327,24.14050822122571,6.876264611890766,4.520138751968691,5.905864554369579,3.183891268522574,6.877296071497429,4.530967422611965,5.908584278776542,3.2244804185992044
26001,Alcona,2015,8,2015-08-01,2018-07,965,91.4691943127962,365.66881394467606,24.35638566380616,6.872128101338986,4.516002241416911,5.9017280438177995,3.1927940600685814,6.873163834212518,4.526875554593832,5.904459026313957,3.233030598268632
26001,Alcona,2015,9,2015-09-01,2018-07,958,90.80568720379146,363.01629405077676,24.75452196382429,6.86484777797086,4.508721918048785,5.894447720449674,3.2090081779351243,6.8658910748834385,4.51967424781851,5.897198630510629,3.2486102219376742
26001,Alcona,2015,10,2015-10-01,2018-07,946,89.66824644549763,358.46911708980673,24.973600844772967,6.852242569051878,4.496116709129803,5.881842511530691,3.217819300734001,6.853299093186078,4.507207201507315,5.88462826829665,3.257080670078209
26001,Alcona,2015,11,2015-11-01,2018-07,949,89.95260663507108,359.60591133004925,25.421912670774176,6.855408798609928,4.499282938687852,5.885008741088741,3.2356115056834356,6.856461984594587,4.510338564642181,5.887785703674368,3.274193691279789
26001,Alcona,2015,12,2015-12-01,2018-07,944,89.478672985782,357.7112542629784,25.499729875742844,6.8501261661455,4.494000306223425,5.879726108624314,3.238667859000149,6.851184927493743,4.505114165318592,5.882517759186773,3.277134539572029
26001,Alcona,2016,1,2016-01-01,2018-07,939,89.76197304273013,364.66019417475724,26.236378876781224,6.844815479208263,4.497161422846639,5.898965945092563,3.2671469544303284,6.84587987526405,4.5082403987975415,5.901704470925644,3.304553538405931
