county,Cases,Recipients,Adult Recipients,Child Recipients,Payments,Average Per Case,Average Per Person,Avg. Recipients Per Case,year,month
Alcona,792.0,1428.0,993.0,435.0,394330.0,497.89,276.14,1.8,2023,10
Alcona,803.0,1435.0,1001.0,434.0,384853.0,479.27,268.19,1.79,2023,11
Alcona,814.0,1447.0,1019.0,428.0,383767.0,471.46,265.22,1.78,2023,12
Alcona,816.0,1452.0,1023.0,429.0,380274.0,466.02,261.9,1.78,2023,1
Alcona,819.0,1460.0,1026.0,434.0,389428.0,475.49,266.73,1.78,2023,2
Alcona,820.0,1452.0,1022.0,430.0,224349.0,273.6,154.51,1.77,2023,3
Alcona,822.0,1473.0,1031.0,442.0,215455.0,262.11,146.27,1.79,2023,4
Alcona,810.0,1438.0,1008.0,430.0,215634.0,266.21,149.95,1.78,2023,5
Alcona,795.0,1407.0,982.0,425.0,209161.0,263.1,148.66,1.77,2023,6
Alcona,793.0,1400.0,972.0,428.0,207266.0,261.37,148.05,1.77,2023,7
Alcona,782.0,1374.0,960.0,414.0,206238.0,263.73,150.1,1.76,2023,8
Alcona,776.0,1348.0,951.0,397.0,203449.0,262.18,150.93,1.74,2023,9
Alger,406.0,736.0,492.0,244.0,204067.0,502.63,277.26,1.81,2023,10
Alger,426.0,765.0,521.0,244.0,199115.0,467.41,260.28,1.8,2023,11
Alger,434.0,782.0,529.0,253.0,205581.0,473.69,262.89,1.8,2023,12
Alger,443.0,788.0,539.0,249.0,207748.0,468.96,263.64,1.78,2023,1
Alger,438.0,785.0,535.0,250.0,208506.0,476.04,265.61,1.79,2023,2
Alger,429.0,783.0,527.0,256.0,115754.0,269.82,147.83,1.83,2023,3
Alger,433.0,785.0,532.0,253.0,113217.0,261.47,144.23,1.81,2023,4
Alger,434.0,788.0,535.0,253.0,115032.0,265.05,145.98,1.82,2023,5
Alger,431.0,777.0,528.0,249.0,115432.0,267.82,148.56,1.8,2023,6
Alger,432.0,777.0,527.0,250.0,114734.0,265.59,147.66,1.8,2023,7
Alger,423.0,758.0,512.0,246.0,110749.0,261.82,146.11,1.79,2023,8
Alger,417.0,747.0,504.0,243.0,107788.0,258.48,144.29,1.79,2023,9
Allegan,5128.0,10411.0,5896.0,4515.0,2771043.0,540.38,266.16,2.03,2023,10
Allegan,5145.0,10472.0,5915.0,4557.0,2666989.0,518.37,254.68,2.04,2023,11
Allegan,5146.0,10456.0,5914.0,4542.0,2744889.0,533.4,262.52,2.03,2023,12
Allegan,5213.0,10581.0,6011.0,4570.0,2739897.0,525.59,258.94,2.03,2023,1
Allegan,5196.0,10548.0,5995.0,4553.0,2748444.0,528.95,260.57,2.03,2023,2
Allegan,5182.0,10508.0,5974.0,4534.0,1620060.0,312.63,154.17,2.03,2023,3
Allegan,5166.0,10453.0,5967.0,4486.0,1635182.0,316.53,156.43,2.02,2023,4
Allegan,5192.0,10543.0,6011.0,4532.0,1663942.0,320.48,157.82,2.03,2023,5
Allegan,5193.0,10551.0,5994.0,4557.0,1674064.0,322.37,158.66,2.03,2023,6
Allegan,5208.0,10597.0,6009.0,4588.0,1686109.0,323.75,159.11,2.03,2023,7
Allegan,5203.0,10548.0,6012.0,4536.0,1663867.0,319.79,157.74,2.03,2023,8
Allegan,5201.0,10518.0,6013.0,4505.0,1660257.0,319.22,157.85,2.02,2023,9
Alpena,2378.0,4149.0,2797.0,1352.0,1137059.0,478.16,274.06,1.74,2023,10
Alpena,2373.0,4154.0,2794.0,1360.0,1104634.0,465.5,265.92,1.75,2023,11
Alpena,2392.0,4180.0,2814.0,1366.0,1116426.0,466.73,267.09,1.75,2023,12
Alpena,2446.0,4274.0,2885.0,1389.0,1112845.0,454.97,260.38,1.75,2023,1
Alpena,2482.0,4340.0,2929.0,1411.0,1160905.0,467.73,267.49,1.75,2023,2
Alpena,2487.0,4303.0,2919.0,1384.0,636328.0,255.86,147.88,1.73,2023,3
Alpena,2495.0,4354.0,2938.0,1416.0,648512.0,259.92,148.95,1.75,2023,4
Alpena,2498.0,4339.0,2926.0,1413.0,646966.0,258.99,149.1,1.74,2023,5
Alpena,2469.0,4271.0,2888.0,1383.0,626961.0,253.93,146.79,1.73,2023,6
Alpena,2447.0,4219.0,2853.0,1366.0,629886.0,257.41,149.3,1.72,2023,7
Alpena,2435.0,4210.0,2833.0,1377.0,626389.0,257.24,148.79,1.73,2023,8
Alpena,2442.0,4210.0,2843.0,1367.0,629407.0,257.74,149.5,1.72,2023,9
Antrim,1116.0,2171.0,1374.0,797.0,579663.0,519.41,267.0,1.95,2023,10
Antrim,1128.0,2197.0,1392.0,805.0,571145.0,506.33,259.97,1.95,2023,11
Antrim,1139.0,2198.0,1413.0,785.0,582194.0,511.14,264.87,1.93,2023,12
Antrim,1167.0,2265.0,1451.0,814.0,584878.0,501.18,258.22,1.94,2023,1
Antrim,1165.0,2261.0,1445.0,816.0,593639.0,509.56,262.56,1.94,2023,2
Antrim,1177.0,2263.0,1454.0,809.0,352464.0,299.46,155.75,1.92,2023,3
Antrim,1185.0,2269.0,1472.0,797.0,346336.0,292.27,152.64,1.91,2023,4
Antrim,1173.0,2262.0,1460.0,802.0,338721.0,288.76,149.74,1.93,2023,5
Antrim,1163.0,2232.0,1437.0,795.0,330962.0,284.58,148.28,1.92,2023,6
Antrim,1161.0,2204.0,1430.0,774.0,331172.0,285.25,150.26,1.9,2023,7
Antrim,1143.0,2179.0,1409.0,770.0,330014.0,288.73,151.45,1.91,2023,8
Antrim,1152.0,2196.0,1415.0,781.0,332473.0,288.61,151.4,1.91,2023,9
Arenac,1199.0,2166.0,1490.0,676.0,597444.0,498.29,275.83,1.81,2023,10
Arenac,1231.0,2225.0,1526.0,699.0,589316.0,478.73,264.86,1.81,2023,11
Arenac,1230.0,2228.0,1519.0,709.0,600385.0,488.12,269.47,1.81,2023,12
Arenac,1231.0,2230.0,1514.0,716.0,590661.0,479.82,264.87,1.81,2023,1
Arenac,1224.0,2215.0,1497.0,718.0,592057.0,483.71,267.29,1.81,2023,2
Arenac,1240.0,2237.0,1517.0,720.0,335443.0,270.52,149.95,1.8,2023,3
Arenac,1235.0,2236.0,1511.0,725.0,329224.0,266.58,147.24,1.81,2023,4
Arenac,1232.0,2239.0,1514.0,725.0,331806.0,269.32,148.19,1.82,2023,5
Arenac,1236.0,2238.0,1510.0,728.0,328068.0,265.43,146.59,1.81,2023,6
Arenac,1235.0,2226.0,1501.0,725.0,333738.0,270.23,149.93,1.8,2023,7
Arenac,1238.0,2228.0,1499.0,729.0,336092.0,271.48,150.85,1.8,2023,8
Arenac,1259.0,2262.0,1520.0,742.0,341639.0,271.36,151.03,1.8,2023,9
Baraga,588.0,1050.0,678.0,372.0,293074.0,498.43,279.12,1.79,2023,10
Baraga,588.0,1057.0,683.0,374.0,282366.0,480.21,267.14,1.8,2023,11
Baraga,582.0,1055.0,679.0,376.0,287217.0,493.5,272.24,1.81,2023,12
Baraga,571.0,1041.0,670.0,371.0,281273.0,492.6,270.2,1.82,2023,1
Baraga,579.0,1085.0,693.0,392.0,291412.0,503.3,268.58,1.87,2023,2
Baraga,584.0,1069.0,687.0,382.0,175679.0,300.82,164.34,1.83,2023,3
Baraga,580.0,1057.0,680.0,377.0,171357.0,295.44,162.12,1.82,2023,4
Baraga,587.0,1070.0,683.0,387.0,173849.0,296.17,162.48,1.82,2023,5
Baraga,576.0,1055.0,663.0,392.0,173065.0,300.46,164.04,1.83,2023,6
Baraga,579.0,1046.0,666.0,380.0,172679.0,298.24,165.09,1.81,2023,7
Baraga,562.0,995.0,644.0,351.0,167793.0,298.56,168.64,1.77,2023,8
Baraga,579.0,1039.0,666.0,373.0,168848.0,291.62,162.51,1.79,2023,9
Barry,2668.0,5340.0,3228.0,2112.0,1425027.0,534.12,266.86,2.0,2023,10
Barry,2716.0,5453.0,3292.0,2161.0,1394653.0,513.5,255.76,2.01,2023,11
Barry,2707.0,5401.0,3271.0,2130.0,1422711.0,525.57,263.42,2.0,2023,12
Barry,2773.0,5611.0,3362.0,2249.0,1450761.0,523.17,258.56,2.02,2023,1
Barry,2801.0,5660.0,3387.0,2273.0,1474129.0,526.29,260.45,2.02,2023,2
Barry,2767.0,5561.0,3336.0,2225.0,831056.0,300.35,149.44,2.01,2023,3
Barry,2762.0,5500.0,3324.0,2176.0,823437.0,298.13,149.72,1.99,2023,4
Barry,2727.0,5423.0,3283.0,2140.0,819727.0,300.6,151.16,1.99,2023,5
Barry,2708.0,5375.0,3263.0,2112.0,800362.0,295.55,148.9,1.98,2023,6
Barry,2678.0,5282.0,3212.0,2070.0,812313.0,303.33,153.79,1.97,2023,7
Barry,2698.0,5332.0,3236.0,2096.0,829362.0,307.4,155.54,1.98,2023,8
Barry,2671.0,5258.0,3207.0,2051.0,810461.0,303.43,154.14,1.97,2023,9
Bay,8227.0,14573.0,9449.0,5124.0,4037318.0,490.74,277.04,1.77,2023,10
Bay,8279.0,14651.0,9506.0,5145.0,3944097.0,476.4,269.2,1.77,2023,11
Bay,8296.0,14747.0,9533.0,5214.0,4023583.0,485.0,272.84,1.78,2023,12
Bay,8349.0,14907.0,9626.0,5281.0,4004325.0,479.62,268.62,1.79,2023,1
Bay,8391.0,14929.0,9670.0,5259.0,4044824.0,482.04,270.94,1.78,2023,2
Bay,8389.0,14886.0,9657.0,5229.0,2381923.0,283.93,160.01,1.77,2023,3
Bay,8357.0,14783.0,9604.0,5179.0,2378946.0,284.67,160.92,1.77,2023,4
Bay,8369.0,14799.0,9615.0,5184.0,2385652.0,285.06,161.2,1.77,2023,5
Bay,8406.0,14886.0,9640.0,5246.0,2394576.0,284.87,160.86,1.77,2023,6
Bay,8404.0,14940.0,9647.0,5293.0,2435349.96,289.78,163.01,1.78,2023,7
Bay,8468.0,14985.0,9705.0,5280.0,2447950.0,289.08,163.36,1.77,2023,8
Bay,8452.0,14968.0,9679.0,5289.0,2456023.0,290.58,164.08,1.77,2023,9
Benzie,787.0,1435.0,956.0,479.0,386575.0,491.2,269.39,1.82,2023,10
Benzie,783.0,1427.0,952.0,475.0,370194.0,472.79,259.42,1.82,2023,11
Benzie,785.0,1417.0,954.0,463.0,372909.0,475.04,263.17,1.81,2023,12
Benzie,800.0,1477.0,985.0,492.0,387059.0,483.82,262.06,1.85,2023,1
Benzie,801.0,1508.0,993.0,515.0,396356.0,494.83,262.84,1.88,2023,2
Benzie,792.0,1483.0,976.0,507.0,226775.0,286.33,152.92,1.87,2023,3
Benzie,786.0,1477.0,976.0,501.0,228741.0,291.02,154.87,1.88,2023,4
Benzie,785.0,1461.0,972.0,489.0,229929.0,292.9,157.38,1.86,2023,5
Benzie,782.0,1467.0,970.0,497.0,224833.0,287.51,153.26,1.88,2023,6
Benzie,777.0,1444.0,961.0,483.0,221053.0,284.5,153.08,1.86,2023,7
Benzie,762.0,1425.0,935.0,490.0,216849.0,284.58,152.17,1.87,2023,8
Benzie,753.0,1413.0,924.0,489.0,215404.0,286.06,152.44,1.88,2023,9
Berrien,11377.0,21399.0,12345.0,9054.0,5819751.0,511.54,271.96,1.88,2023,10
Berrien,11400.0,21497.0,12429.0,9068.0,5669070.0,497.29,263.71,1.89,2023,11
Berrien,11440.0,21537.0,12487.0,9050.0,5773448.0,504.67,268.07,1.88,2023,12
Berrien,11617.0,21873.0,12686.0,9187.0,5783737.0,497.87,264.42,1.88,2023,1
Berrien,11692.0,22038.0,12763.0,9275.0,5870822.0,502.12,266.4,1.88,2023,2
Berrien,11613.0,21865.0,12679.0,9186.0,3562502.0,306.77,162.93,1.88,2023,3
Berrien,11563.0,21756.0,12599.0,9157.0,3540305.5,306.18,162.73,1.88,2023,4
Berrien,11633.0,21833.0,12655.0,9178.0,3592111.0,308.79,164.53,1.88,2023,5
Berrien,11621.0,21741.0,12599.0,9142.0,3590388.0,308.96,165.14,1.87,2023,6
Berrien,11695.0,21902.0,12682.0,9220.0,3667128.0,313.56,167.43,1.87,2023,7
Berrien,11690.0,21848.0,12665.0,9183.0,3669807.0,313.93,167.97,1.87,2023,8
Berrien,11780.0,21938.0,12764.0,9174.0,3661292.0,310.81,166.89,1.86,2023,9
Branch,2639.0,5338.0,3148.0,2190.0,1431257.0,542.35,268.13,2.02,2023,10
Branch,2701.0,5458.0,3248.0,2210.0,1407813.0,521.22,257.94,2.02,2023,11
Branch,2716.0,5503.0,3264.0,2239.0,1441562.0,530.77,261.96,2.03,2023,12
Branch,2792.0,5646.0,3350.0,2296.0,1465035.0,524.73,259.48,2.02,2023,1
Branch,2781.0,5610.0,3340.0,2270.0,1468382.0,528.01,261.74,2.02,2023,2
Branch,2781.0,5585.0,3333.0,2252.0,864270.0,310.78,154.75,2.01,2023,3
Branch,2799.0,5666.0,3367.0,2299.0,862397.0,308.11,152.21,2.02,2023,4
Branch,2751.0,5574.0,3328.0,2246.0,843051.0,306.45,151.25,2.03,2023,5
Branch,2805.0,5636.0,3368.0,2268.0,834686.0,297.57,148.1,2.01,2023,6
Branch,2783.0,5587.0,3343.0,2244.0,846386.0,304.13,151.49,2.01,2023,7
Branch,2799.0,5599.0,3348.0,2251.0,854562.05,305.31,152.63,2.0,2023,8
Branch,2817.0,5666.0,3371.0,2295.0,858716.0,304.83,151.56,2.01,2023,9
Calhoun,12446.0,23543.0,14099.0,9444.0,6414862.0,515.42,272.47,1.89,2023,10
Calhoun,12391.0,23475.0,14023.0,9452.0,6170314.0,497.97,262.85,1.89,2023,11
Calhoun,12408.0,23396.0,14032.0,9364.0,6295457.0,507.37,269.08,1.89,2023,12
Calhoun,12595.0,23807.0,14260.0,9547.0,6317923.0,501.62,265.38,1.89,2023,1
Calhoun,12611.0,23886.0,14302.0,9584.0,6345861.0,503.2,265.67,1.89,2023,2
Calhoun,12673.0,23973.0,14365.0,9608.0,3859447.0,304.54,160.99,1.89,2023,3
Calhoun,12754.0,24131.0,14432.0,9699.0,3911575.0,306.69,162.1,1.89,2023,4
Calhoun,12791.0,24137.0,14442.0,9695.0,3929088.0,307.18,162.78,1.89,2023,5
Calhoun,12678.0,23909.0,14321.0,9588.0,3860306.0,304.49,161.46,1.89,2023,6
Calhoun,12552.0,23635.0,14169.0,9466.0,3922931.0,312.53,165.98,1.88,2023,7
Calhoun,12532.0,23558.0,14148.0,9410.0,3925566.0,313.24,166.63,1.88,2023,8
Calhoun,12574.0,23610.0,14185.0,9425.0,3935714.0,313.0,166.7,1.88,2023,9
Cass,3270.0,6187.0,3769.0,2418.0,1671407.0,511.13,270.15,1.89,2023,10
Cass,3248.0,6131.0,3739.0,2392.0,1617848.0,498.11,263.88,1.89,2023,11
Cass,3294.0,6252.0,3796.0,2456.0,1663850.0,505.12,266.13,1.9,2023,12
Cass,3364.0,6409.0,3904.0,2505.0,1682766.0,500.23,262.56,1.91,2023,1
Cass,3362.0,6443.0,3947.0,2496.0,1714197.0,509.87,266.06,1.92,2023,2
Cass,3327.0,6382.0,3917.0,2465.0,1039510.0,312.45,162.88,1.92,2023,3
Cass,3286.0,6288.0,3855.0,2433.0,1030011.0,313.45,163.81,1.91,2023,4
Cass,3316.0,6343.0,3891.0,2452.0,1026013.0,309.41,161.76,1.91,2023,5
Cass,3315.0,6322.0,3879.0,2443.0,1026346.0,309.61,162.35,1.91,2023,6
Cass,3303.0,6298.0,3848.0,2450.0,1030934.0,312.12,163.69,1.91,2023,7
Cass,3298.0,6289.0,3837.0,2452.0,1044210.0,316.62,166.04,1.91,2023,8
Cass,3360.0,6481.0,3926.0,2555.0,1061682.0,315.98,163.81,1.93,2023,9
Charlevoix,971.0,1736.0,1124.0,612.0,480357.0,494.7,276.7,1.79,2023,10
Charlevoix,1019.0,1838.0,1181.0,657.0,477793.0,468.88,259.95,1.8,2023,11
Charlevoix,1042.0,1862.0,1204.0,658.0,500396.0,480.23,268.74,1.79,2023,12
Charlevoix,1049.0,1859.0,1205.0,654.0,490577.0,467.66,263.89,1.77,2023,1
Charlevoix,1062.0,1866.0,1212.0,654.0,503108.0,473.74,269.62,1.76,2023,2
Charlevoix,1080.0,1898.0,1236.0,662.0,287551.0,266.25,151.5,1.76,2023,3
Charlevoix,1076.0,1907.0,1237.0,670.0,289586.0,269.13,151.85,1.77,2023,4
Charlevoix,1076.0,1881.0,1233.0,648.0,287412.0,267.11,152.8,1.75,2023,5
Charlevoix,1061.0,1856.0,1214.0,642.0,281222.0,265.05,151.52,1.75,2023,6
Charlevoix,1053.0,1836.0,1204.0,632.0,285170.0,270.82,155.32,1.74,2023,7
Charlevoix,1056.0,1861.0,1214.0,647.0,286758.0,271.55,154.09,1.76,2023,8
Charlevoix,1026.0,1799.0,1173.0,626.0,280074.0,272.98,155.68,1.75,2023,9
Cheboygan,1756.0,3160.0,2117.0,1043.0,856525.0,487.77,271.05,1.8,2023,10
Cheboygan,1780.0,3205.0,2148.0,1057.0,835595.0,469.44,260.72,1.8,2023,11
Cheboygan,1797.0,3283.0,2183.0,1100.0,877660.0,488.4,267.33,1.83,2023,12
Cheboygan,1845.0,3411.0,2261.0,1150.0,893933.0,484.52,262.07,1.85,2023,1
Cheboygan,1867.0,3450.0,2290.0,1160.0,909384.0,487.08,263.59,1.85,2023,2
Cheboygan,1863.0,3430.0,2289.0,1141.0,502732.0,269.85,146.57,1.84,2023,3
Cheboygan,1868.0,3454.0,2289.0,1165.0,511554.0,273.85,148.1,1.85,2023,4
Cheboygan,1852.0,3450.0,2262.0,1188.0,511298.0,276.08,148.2,1.86,2023,5
Cheboygan,1810.0,3367.0,2201.0,1166.0,490949.0,271.24,145.81,1.86,2023,6
Cheboygan,1776.0,3250.0,2145.0,1105.0,486879.0,274.14,149.81,1.83,2023,7
Cheboygan,1745.0,3214.0,2118.0,1096.0,477047.0,273.38,148.43,1.84,2023,8
Cheboygan,1749.0,3206.0,2119.0,1087.0,473979.0,271.0,147.84,1.83,2023,9
Chippewa,2236.0,4303.0,2657.0,1646.0,1158158.0,517.96,269.15,1.92,2023,10
Chippewa,2214.0,4249.0,2615.0,1634.0,1097978.0,495.93,258.41,1.92,2023,11
Chippewa,2261.0,4342.0,2669.0,1673.0,1145765.0,506.75,263.88,1.92,2023,12
Chippewa,2314.0,4430.0,2752.0,1678.0,1150034.0,496.99,259.6,1.91,2023,1
Chippewa,2358.0,4479.0,2799.0,1680.0,1182599.0,501.53,264.03,1.9,2023,2
Chippewa,2389.0,4576.0,2839.0,1737.0,708345.0,296.5,154.8,1.92,2023,3
Chippewa,2359.0,4472.0,2808.0,1664.0,700553.0,296.97,156.65,1.9,2023,4
Chippewa,2356.0,4458.0,2793.0,1665.0,706554.0,299.9,158.49,1.89,2023,5
Chippewa,2324.0,4397.0,2738.0,1659.0,690604.0,297.16,157.06,1.89,2023,6
Chippewa,2296.0,4330.0,2699.0,1631.0,693054.0,301.85,160.06,1.89,2023,7
Chippewa,2247.0,4220.0,2633.0,1587.0,669217.0,297.83,158.58,1.88,2023,8
Chippewa,2248.0,4221.0,2619.0,1602.0,667969.0,297.14,158.25,1.88,2023,9
Clare,3601.0,6499.0,4468.0,2031.0,1770436.0,491.65,272.42,1.8,2023,10
Clare,3622.0,6543.0,4491.0,2052.0,1734570.0,478.9,265.1,1.81,2023,11
Clare,3660.0,6621.0,4547.0,2074.0,1780228.0,486.4,268.88,1.81,2023,12
Clare,3687.0,6721.0,4584.0,2137.0,1797201.0,487.44,267.4,1.82,2023,1
Clare,3702.0,6771.0,4611.0,2160.0,1813517.0,489.87,267.84,1.83,2023,2
Clare,3706.0,6788.0,4615.0,2173.0,1058926.0,285.73,156.0,1.83,2023,3
Clare,3670.0,6741.0,4576.0,2165.0,1061461.0,289.23,157.46,1.84,2023,4
Clare,3676.0,6728.0,4584.0,2144.0,1053849.0,286.68,156.64,1.83,2023,5
Clare,3650.0,6671.0,4550.0,2121.0,1041186.0,285.26,156.08,1.83,2023,6
Clare,3632.0,6656.0,4516.0,2140.0,1052848.0,289.88,158.18,1.83,2023,7
Clare,3576.0,6552.0,4436.0,2116.0,1044792.0,292.17,159.46,1.83,2023,8
Clare,3569.0,6507.0,4425.0,2082.0,1032528.0,289.3,158.68,1.82,2023,9
Clinton,2617.0,5069.0,3001.0,2068.0,1360937.0,520.04,268.48,1.94,2023,10
Clinton,2646.0,5085.0,3037.0,2048.0,1325399.0,500.91,260.65,1.92,2023,11
Clinton,2676.0,5131.0,3077.0,2054.0,1365819.0,510.4,266.19,1.92,2023,12
Clinton,2705.0,5182.0,3118.0,2064.0,1357890.0,501.99,262.04,1.92,2023,1
Clinton,2759.0,5255.0,3177.0,2078.0,1391113.0,504.21,264.72,1.9,2023,2
Clinton,2744.0,5217.0,3155.0,2062.0,856728.0,312.22,164.22,1.9,2023,3
Clinton,2761.0,5253.0,3173.0,2080.0,848457.0,307.3,161.52,1.9,2023,4
Clinton,2712.0,5185.0,3135.0,2050.0,844323.0,311.33,162.84,1.91,2023,5
Clinton,2709.0,5231.0,3131.0,2100.0,850989.0,314.13,162.68,1.93,2023,6
Clinton,2718.0,5220.0,3146.0,2074.0,863883.0,317.84,165.49,1.92,2023,7
Clinton,2703.0,5237.0,3136.0,2101.0,863222.0,319.36,164.83,1.94,2023,8
Clinton,2675.0,5166.0,3101.0,2065.0,858924.0,321.09,166.26,1.93,2023,9
Crawford,1193.0,2121.0,1447.0,674.0,582889.0,488.59,274.82,1.78,2023,10
Crawford,1201.0,2162.0,1464.0,698.0,570139.0,474.72,263.71,1.8,2023,11
Crawford,1214.0,2170.0,1481.0,689.0,577482.0,475.69,266.12,1.79,2023,12
Crawford,1247.0,2248.0,1521.0,727.0,582458.0,467.09,259.1,1.8,2023,1
Crawford,1261.0,2283.0,1543.0,740.0,600913.0,476.54,263.21,1.81,2023,2
Crawford,1283.0,2307.0,1562.0,745.0,350440.0,273.14,151.9,1.8,2023,3
Crawford,1281.0,2295.0,1551.0,744.0,350892.0,273.92,152.89,1.79,2023,4
Crawford,1274.0,2275.0,1538.0,737.0,351848.0,276.18,154.66,1.79,2023,5
Crawford,1250.0,2243.0,1512.0,731.0,343094.0,274.48,152.96,1.79,2023,6
Crawford,1228.0,2184.0,1477.0,707.0,348567.0,283.85,159.6,1.78,2023,7
Crawford,1217.0,2150.0,1465.0,685.0,346621.0,284.82,161.22,1.77,2023,8
Crawford,1231.0,2196.0,1484.0,712.0,350770.0,284.95,159.73,1.78,2023,9
Delta,2369.0,4192.0,2779.0,1413.0,1146559.0,483.98,273.51,1.77,2023,10
Delta,2376.0,4211.0,2780.0,1431.0,1116703.0,469.99,265.19,1.77,2023,11
Delta,2379.0,4252.0,2800.0,1452.0,1139429.0,478.95,267.97,1.79,2023,12
Delta,2431.0,4341.0,2864.0,1477.0,1153224.0,474.38,265.66,1.79,2023,1
Delta,2455.0,4376.0,2881.0,1495.0,1164090.0,474.17,266.02,1.78,2023,2
Delta,2503.0,4490.0,2947.0,1543.0,670883.0,268.03,149.42,1.79,2023,3
Delta,2492.0,4457.0,2933.0,1524.0,669450.0,268.64,150.2,1.79,2023,4
Delta,2491.0,4434.0,2927.0,1507.0,661689.0,265.63,149.23,1.78,2023,5
Delta,2457.0,4377.0,2887.0,1490.0,655864.0,266.94,149.84,1.78,2023,6
Delta,2460.0,4371.0,2887.0,1484.0,671682.0,273.04,153.67,1.78,2023,7
Delta,2446.0,4344.0,2872.0,1472.0,662852.0,270.99,152.59,1.78,2023,8
Delta,2460.0,4359.0,2892.0,1467.0,662172.0,269.18,151.91,1.77,2023,9
Dickinson,1480.0,2651.0,1721.0,930.0,724794.0,489.73,273.4,1.79,2023,10
Dickinson,1490.0,2667.0,1727.0,940.0,706504.0,474.16,264.91,1.79,2023,11
Dickinson,1497.0,2677.0,1733.0,944.0,721384.0,481.89,269.47,1.79,2023,12
Dickinson,1514.0,2715.0,1757.0,958.0,719040.0,474.93,264.84,1.79,2023,1
Dickinson,1519.0,2708.0,1765.0,943.0,728820.0,479.8,269.14,1.78,2023,2
Dickinson,1511.0,2717.0,1751.0,966.0,409374.0,270.93,150.67,1.8,2023,3
Dickinson,1511.0,2693.0,1742.0,951.0,410400.0,271.61,152.4,1.78,2023,4
Dickinson,1491.0,2662.0,1724.0,938.0,409831.0,274.87,153.96,1.79,2023,5
Dickinson,1480.0,2632.0,1712.0,920.0,400151.0,270.37,152.03,1.78,2023,6
Dickinson,1491.0,2651.0,1715.0,936.0,406788.0,272.83,153.45,1.78,2023,7
Dickinson,1472.0,2612.0,1693.0,919.0,402076.0,273.15,153.93,1.77,2023,8
Dickinson,1472.0,2607.0,1701.0,906.0,399153.0,271.16,153.11,1.77,2023,9
Eaton,5504.0,10256.0,6199.0,4057.0,2805427.0,509.71,273.54,1.86,2023,10
Eaton,5503.0,10281.0,6207.0,4074.0,2718878.0,494.07,264.46,1.87,2023,11
Eaton,5524.0,10354.0,6248.0,4106.0,2755558.0,498.83,266.13,1.87,2023,12
Eaton,5594.0,10497.0,6328.0,4169.0,2750578.0,491.7,262.03,1.88,2023,1
Eaton,5642.0,10603.0,6379.0,4224.0,2796458.0,495.65,263.74,1.88,2023,2
Eaton,5637.0,10505.0,6355.0,4150.0,1739487.0,308.58,165.59,1.86,2023,3
Eaton,5669.0,10628.0,6437.0,4191.0,1748313.0,308.4,164.5,1.87,2023,4
Eaton,5666.0,10649.0,6422.0,4227.0,1768962.0,312.21,166.12,1.88,2023,5
Eaton,5694.0,10651.0,6450.0,4201.0,1762839.0,309.6,165.51,1.87,2023,6
Eaton,5688.0,10648.0,6445.0,4203.0,1790398.0,314.77,168.14,1.87,2023,7
Eaton,5651.0,10602.0,6392.0,4210.0,1792941.0,317.28,169.11,1.88,2023,8
Eaton,5644.0,10604.0,6390.0,4214.0,1779029.0,315.21,167.77,1.88,2023,9
Emmet,1239.0,2193.0,1432.0,761.0,604434.0,487.84,275.62,1.77,2023,10
Emmet,1255.0,2202.0,1450.0,752.0,590527.0,470.54,268.18,1.75,2023,11
Emmet,1280.0,2272.0,1484.0,788.0,616755.0,481.84,271.46,1.78,2023,12
Emmet,1317.0,2306.0,1521.0,785.0,619984.0,470.75,268.86,1.75,2023,1
Emmet,1334.0,2363.0,1547.0,816.0,637474.0,477.87,269.77,1.77,2023,2
Emmet,1348.0,2363.0,1555.0,808.0,366174.0,271.64,154.96,1.75,2023,3
Emmet,1363.0,2394.0,1575.0,819.0,372355.0,273.19,155.54,1.76,2023,4
Emmet,1373.0,2431.0,1587.0,844.0,381425.0,277.8,156.9,1.77,2023,5
Emmet,1337.0,2338.0,1534.0,804.0,360664.0,269.76,154.26,1.75,2023,6
Emmet,1327.0,2298.0,1522.0,776.0,361299.0,272.27,157.22,1.73,2023,7
Emmet,1313.0,2240.0,1493.0,747.0,356687.0,271.66,159.24,1.71,2023,8
Emmet,1296.0,2198.0,1485.0,713.0,347161.0,267.87,157.94,1.7,2023,9
Genesee,43562.0,80551.0,48443.0,32108.0,22319108.0,512.35,277.08,1.85,2023,10
Genesee,43559.0,80525.0,48485.0,32040.0,21631923.0,496.61,268.64,1.85,2023,11
Genesee,43359.0,80162.0,48306.0,31856.0,21832796.0,503.54,272.36,1.85,2023,12
Genesee,43879.0,81265.0,48951.0,32314.0,21849711.0,497.95,268.87,1.85,2023,1
Genesee,43857.0,81041.0,48881.0,32160.0,21901727.0,499.39,270.25,1.85,2023,2
Genesee,43823.0,80953.0,48879.0,32074.0,14142194.93,322.71,174.7,1.85,2023,3
Genesee,43987.0,81303.0,49002.0,32301.0,14302440.0,325.15,175.92,1.85,2023,4
Genesee,43753.0,80863.0,48755.0,32108.0,14317392.0,327.23,177.06,1.85,2023,5
Genesee,43831.0,81163.0,48823.0,32340.0,14296770.0,326.18,176.15,1.85,2023,6
Genesee,44031.0,81483.0,49046.0,32437.0,14538814.0,330.19,178.43,1.85,2023,7
